Date,Adj Close,Close,High,Low,Open,Volume,RSI_14_custom,RSI_50_custom,HMA_10_custom,HMA_50_custom,avg_sentiment_score
2021-01-04,126.68344116210938,129.41000366210938,133.61000061035156,126.76000213623048,133.52000427246094,143301900,0.0,0.0,,,0.7283625773021153
2021-01-05,128.24972534179688,131.00999450683594,131.74000549316406,128.42999267578125,128.88999938964844,97664900,100.0,100.0,,,0.8526980578899384
2021-01-06,123.9326400756836,126.5999984741211,131.0500030517578,126.37999725341795,127.72000122070312,155088000,26.622201967397917,26.622201967397917,,,0.8332116170362993
2021-01-07,128.16162109375,130.9199981689453,131.6300048828125,127.86000061035156,128.36000061035156,109578200,57.30879220545181,57.30879220545181,,,0.8250019252300262
2021-01-08,129.26783752441406,132.0500030517578,132.6300048828125,130.22999572753906,132.42999267578125,105158200,61.51833053277979,61.51833053277979,,,0.8239713098321643
2021-01-11,126.26248931884766,128.97999572753906,130.1699981689453,128.5,129.19000244140625,100384500,48.52027539333655,48.52027539333655,,,0.8364265826013353
2021-01-12,126.0863037109375,128.8000030517578,129.69000244140625,126.86000061035156,128.5,91951100,47.926577278394745,47.926577278394745,,,0.8655542880296707
2021-01-13,128.13223266601562,130.88999938964844,131.4499969482422,128.49000549316406,128.75999450683594,88636800,54.404752389637096,54.404752389637096,,,0.7206873847888067
2021-01-14,126.19397735595705,128.91000366210938,131.0,128.75999450683594,130.8000030517578,90221800,48.66879542398427,48.66879542398427,,,0.8358022347092628
2021-01-15,124.46126556396484,127.13999938964844,130.22000122070312,127.0,128.77999877929688,111598500,44.476871968659694,44.476871968659694,,,0.8297466039657593
2021-01-19,125.13671112060548,127.83000183105467,128.7100067138672,126.94000244140624,127.77999877929688,90757300,46.28059661605305,46.28059661605305,,,0.8553604185581207
2021-01-20,129.2482452392578,132.02999877929688,132.49000549316406,128.5500030517578,128.66000366210938,104319500,55.1493640668532,55.1493640668532,128.63917279484298,,0.7715367376804352
2021-01-21,133.98623657226562,136.8699951171875,139.6699981689453,133.58999633789062,133.8000030517578,120150900,62.31835454934392,62.31835454934392,130.96294877794054,,0.7694937671933856
2021-01-22,136.13990783691406,139.07000732421875,139.85000610351562,135.02000427246094,136.27999877929688,114459400,64.87069724876667,64.87069724876667,134.51976761480776,,0.790958176056544
2021-01-25,139.90879821777344,142.9199981689453,145.08999633789062,136.5399932861328,143.07000732421875,157611700,68.5934482523997,68.5934482523997,138.88112137919722,,0.8323905110359192
2021-01-26,140.14373779296875,143.16000366210938,144.3000030517578,141.3699951171875,143.60000610351562,98390600,67.37204565506323,68.79956656183984,142.64354670360834,,0.8095518946647644
2021-01-27,139.06690979003906,142.05999755859375,144.3000030517578,140.41000366210938,143.42999267578125,140843800,74.41565630240538,66.79054222374887,144.75957667803524,,0.7797738462686539
2021-01-28,134.2016143798828,137.08999633789062,141.99000549316406,136.6999969482422,139.52000427246094,142621100,59.54812089338735,59.00562005829401,144.0511310770054,,0.8037787079811096
2021-01-29,129.17971801757812,131.9600067138672,136.74000549316406,130.2100067138672,135.8300018310547,177523800,49.87607223362464,52.66904295396426,140.58551547888555,,0.9093531568845113
2021-02-01,131.31373596191406,134.13999938964844,135.3800048828125,130.92999267578125,133.75,106239800,57.28402901152983,54.73473219364342,136.76449564924144,,0.7673954115464137
2021-02-02,132.1458740234375,134.99000549316406,136.30999755859375,134.61000061035156,135.72999572753906,83305400,58.57578701789367,55.4921291062072,134.08466880104757,,0.8845022576195853
2021-02-03,131.11802673339844,133.94000244140625,135.77000427246094,133.61000061035156,135.75999450683594,89880900,54.350931221395214,54.36836989312371,132.67347785101995,,0.8161287241511874
2021-02-04,134.4953155517578,137.38999938964844,137.39999389648438,134.58999633789062,136.3000030517578,84183100,61.610069462579,57.21518760312792,133.17916457050978,,0.7688078343868255
2021-02-05,134.07864379882812,136.75999450683594,137.4199981689453,135.86000061035156,137.35000610351562,75693800,63.59524277773753,56.570706067613386,134.5652934218898,,0.7523868441581726
2021-02-08,134.2257080078125,136.91000366210938,136.9600067138672,134.9199981689453,136.02999877929688,71297200,63.03099714226276,56.68687567325187,135.9998077854966,,0.8418558180332184
2021-02-09,133.34336853027344,136.00999450683594,137.8800048828125,135.85000610351562,136.6199951171875,76774200,56.30943678468433,55.79149664108539,136.71774543222753,,0.8227232893308004
2021-02-10,132.73548889160156,135.38999938964844,136.99000549316406,134.39999389648438,136.47999572753906,73046600,47.2913716980974,55.19096796343401,136.74584586403583,,0.8472422787121364
2021-02-11,132.4805908203125,135.1300048828125,136.38999938964844,133.77000427246094,135.89999389648438,64280000,42.237979347130775,54.94296678220202,136.21225128173828,,0.9300894141197206
2021-02-12,132.7158660888672,135.3699951171875,135.52999877929688,133.69000244140625,134.35000610351562,60145100,32.65961972890247,55.12908123428653,135.62836275967686,,0.8783231462751117
2021-02-16,130.57862854003906,133.19000244140625,136.00999450683594,132.7899932861328,135.49000549316406,80576300,28.975105833351577,53.135368125980726,134.69356552278154,,0.8954602394785199
2021-02-17,128.27467346191406,130.83999633789062,132.22000122070312,129.47000122070312,131.25,97918500,27.52402832169157,51.14161976104874,133.2222317628186,,0.8285557746887207
2021-02-18,127.1668472290039,129.7100067138672,130.0,127.41000366210938,129.1999969482422,96856700,32.52841699304757,50.23525968428464,131.4287383262557,,0.8269664148489634
2021-02-19,127.32373046875,129.8699951171875,130.7100067138672,128.8000030517578,130.24000549316406,87668800,43.52936730268659,50.359818278997736,129.92613160104463,,0.7797760317722956
2021-02-22,123.52960968017578,126.0,129.72000122070312,125.5999984741211,128.00999450683594,103916400,27.186076169150358,47.48487569335917,128.03131314672603,,0.7489285121361414
2021-02-23,123.3923568725586,125.86000061035156,126.70999908447266,118.38999938964844,123.76000213623048,158273000,23.35079233585421,47.38701234405949,126.3184845741349,,0.7774959579110146
2021-02-24,122.89234161376952,125.3499984741211,125.55999755859376,122.2300033569336,124.94000244140624,111039900,24.110856797553083,47.03389296747596,124.98021164711076,,0.7987719997763634
2021-02-25,118.61782836914062,120.98999786376952,126.45999908447266,120.54000091552734,124.68000030517578,148199500,3.142791498837923,44.21702619681731,123.19474622167722,,0.8070355247367512
2021-02-26,118.8825454711914,121.26000213623048,124.8499984741211,121.1999969482422,122.58999633789062,164560400,4.78409095461484,44.42315248135016,121.48810027922045,,0.7463867425918579
2021-03-01,125.28450012207033,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900,30.612211136012647,48.98240992542456,121.89368686098042,,0.853072545745156
2021-03-02,122.66685485839844,125.12000274658205,128.72000122070312,125.01000213623048,128.41000366210938,102260900,28.469728988583043,47.39272962080493,122.98967793011909,,0.8860713243484497
2021-03-03,119.66685485839844,122.05999755859376,125.70999908447266,121.83999633789062,124.80999755859376,112966300,25.964625757506557,45.6931861159815,123.43978884147876,,0.9024927020072937
2021-03-04,117.77469635009766,120.12999725341795,123.5999984741211,118.62000274658205,121.75,178155000,24.48975778724504,44.6825524713397,122.77246462118748,,0.8124349534511566
2021-03-05,119.03939056396484,121.41999816894533,121.94000244140624,117.56999969482422,120.9800033569336,153766600,27.09358729586033,45.48842011775894,121.91391788829458,,0.8433641791343689
2021-03-08,114.07859802246094,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600,24.75246232913399,43.02958699867951,119.82041256066525,,0.8456965599741254
2021-03-09,118.71585845947266,121.08999633789062,122.05999755859376,118.79000091552734,119.02999877929688,129525800,36.34835270344816,45.76977312590228,118.7661593967014,,0.8230135242144266
2021-03-10,117.62761688232422,119.9800033569336,122.16999816894533,119.4499969482422,121.69000244140624,111943300,36.36871822464379,45.258921964955405,118.4440897623698,,0.7994482755661011
2021-03-11,119.56881713867188,121.95999908447266,123.20999908447266,121.26000213623048,122.54000091552734,103026500,39.45614662761727,46.32751261092169,119.26968647349965,,0.7718080026762826
2021-03-12,118.65704345703124,121.02999877929688,121.16999816894533,119.16000366210938,120.4000015258789,88105100,42.8116830178952,45.906599950926186,120.12194944439511,,0.8566506981849671
2021-03-15,121.55901336669922,123.98999786376952,124.0,120.41999816894533,121.41000366210938,92403800,47.49932714806069,47.426885601119686,121.67988830720536,,0.730038195848465
2021-03-16,123.1080322265625,125.56999969482422,127.22000122070312,124.72000122070312,125.6999969482422,115227900,50.28601309098065,48.20392630644157,123.459090138445,,0.868927542368571
2021-03-17,122.3139190673828,124.76000213623048,125.86000061035156,122.33999633789062,124.0500030517578,111932600,55.39960688171178,47.8414244073723,124.88772695522115,,0.8331613052975048
2021-03-18,118.16683959960938,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341795,121229700,49.06096785191551,45.251042698071146,124.61610088155729,,0.8481042583783468
2021-03-19,117.63744354248048,119.98999786376952,121.43000030517578,119.68000030517578,119.9000015258789,185549500,38.13867774754586,46.89583806274235,123.26917124276213,,0.9063098430633545
2021-03-22,120.97077941894533,123.38999938964844,123.87000274658205,120.26000213623048,120.33000183105467,111912300,47.42635567059804,46.43296980638319,122.34166591914015,,0.8372512525982327
2021-03-23,120.13743591308594,122.54000091552734,124.23999786376952,122.13999938964844,123.33000183105467,95467100,50.76433688991241,45.48304113402394,121.88841360072897,,0.8756313153675624
