Price,Adj Close,Close,High,Low,Open,Volume,RSI_14_custom,RSI_50_custom,HMA_10_custom,HMA_50_custom
Ticker,INTC,INTC,INTC,INTC,INTC,INTC,,,,
Date,,,,,,,,,,
2021-01-04 00:00:00+00:00,44.902931213378906,49.66999816894531,51.38999938964844,49.400001525878906,49.88999938964844,46102500,0.0,0.0,,
2021-01-05 00:00:00+00:00,45.75271987915039,50.61000061035156,50.83000183105469,49.33000183105469,49.45000076293945,24866600,100.0,100.0,,
2021-01-06 00:00:00+00:00,46.1956901550293,51.099998474121094,52.150001525878906,50.20000076293945,50.439998626708984,36809600,100.0,100.0,,
2021-01-07 00:00:00+00:00,47.18107223510742,52.189998626708984,52.689998626708984,51.29999923706055,51.4900016784668,32092300,100.0,100.0,,
2021-01-08 00:00:00+00:00,46.692909240722656,51.650001525878906,52.529998779296875,51.27000045776367,52.45000076293945,34625400,82.35302184102922,82.35302184102922,,
2021-01-11 00:00:00+00:00,46.59346008300781,51.540000915527344,52.2400016784668,51.25,51.290000915527344,32925000,79.49532849736943,79.49532849736943,,
2021-01-12 00:00:00+00:00,48.130306243896484,53.2400016784668,53.849998474121094,51.560001373291016,51.900001525878906,39883900,86.65302148372174,86.65302148372174,,
2021-01-13 00:00:00+00:00,51.4842414855957,56.95000076293945,60.25,56.900001525878906,59.5,124070700,92.42426734898486,92.42426734898486,,
2021-01-14 00:00:00+00:00,53.56349563598633,59.25,60.13999938964844,57.84000015258789,58.45000076293945,74680900,94.02575482289352,94.02575482289352,,
2021-01-15 00:00:00+00:00,52.05377960205078,57.58000183105469,59.650001525878906,57.5,58.849998474121094,50265400,81.51397030796625,81.51397030796625,,
2021-01-19 00:00:00+00:00,52.4244270324707,57.9900016784668,58.34000015258789,57.099998474121094,57.939998626708984,35647100,82.09879068754351,82.09879068754351,,
2021-01-20 00:00:00+00:00,53.039161682128906,58.66999816894531,59.220001220703125,58.09000015258789,58.2400016784668,28701300,82.99122227560812,82.99122227560812,59.68476842629789,
2021-01-21 00:00:00+00:00,56.46541976928711,62.459999084472656,63.95000076293945,58.220001220703125,59.040000915527344,86519500,86.68963364883935,86.68963364883935,60.67909081198953,
