Date,Adj Close,Close,High,Low,Open,Volume,RSI_14_custom,RSI_50_custom,HMA_10_custom,HMA_50_custom,avg_sentiment_score
2021-01-04,13.08120346069336,13.113499641418455,13.65250015258789,12.962499618530272,13.104249954223633,560640000,0.0,0.0,,,0.822119802236557
2021-01-05,13.37173557281494,13.404749870300291,13.443499565124512,13.086999893188477,13.099749565124512,322760000,100.0,100.0,,,0.8237524628639221
2021-01-06,12.5834321975708,12.614500045776367,13.244999885559082,12.586000442504885,13.22249984741211,580424000,26.93020938507189,26.93020938507189,,,0.7244117856025696
2021-01-07,13.311135292053224,13.343999862670898,13.377750396728516,12.886500358581545,12.967499732971191,461480000,56.36389391939108,56.36389391939108,,,0.8351155519485474
2021-01-08,13.244051933288574,13.27674961090088,13.42099952697754,13.041999816894531,13.362500190734863,292528000,54.34579951743804,54.34579951743804,,,0.8980498313903809
2021-01-11,13.587952613830566,13.621500015258787,13.961000442504885,13.362500190734863,13.418749809265137,518344000,61.42600660235909,61.42600660235909,,,0.8979875445365906
2021-01-12,13.451539993286133,13.484749794006348,13.75450038909912,13.345000267028809,13.7524995803833,291476000,57.86630013684247,57.86630013684247,,,0.803108012676239
2021-01-13,13.49842357635498,13.531749725341797,13.625,13.385000228881836,13.489999771118164,210028000,58.68910285493971,58.68910285493971,,,0.7901228864987692
2021-01-14,13.167739868164062,13.200249671936035,13.599749565124512,13.180500030517578,13.574999809265137,283120000,51.58404103558571,51.58404103558571,,,0.8043289581934611
2021-01-15,12.827828407287598,12.85949993133545,13.325249671936035,12.84850025177002,13.227999687194824,277780000,45.875289524823096,45.875289524823096,,,0.7545042037963867
2021-01-19,12.993171691894531,13.025250434875488,13.093999862670898,12.843999862670898,13.016249656677246,226188000,48.64012358451526,48.64012358451526,,,0.842042863368988
2021-01-20,13.33283233642578,13.365750312805176,13.430500030517578,13.056750297546388,13.111749649047852,258572000,53.5178943067632,53.5178943067632,13.07338978738496,,0.9308314323425292
2021-01-21,13.833349227905272,13.86750030517578,13.999250411987305,13.253000259399414,13.418499946594238,337780000,59.22437616248722,59.22437616248722,13.23553769082734,,0.7987409631411234
2021-01-22,13.678728103637695,13.712499618530272,13.841750144958496,13.627249717712402,13.739999771118164,246820000,57.06034606989427,57.06034606989427,13.475758332917186,,0.7904841005802155
2021-01-25,13.619623184204102,13.653249740600586,13.828499794006348,13.236499786376951,13.781749725341797,251112000,56.27433794903051,56.27433794903051,13.6815081528943,,0.8687905669212341
2021-01-26,13.402159690856934,13.435250282287598,13.644749641418455,13.387499809265137,13.580499649047852,163980000,50.36069545132607,53.559778491416985,13.738617162030152,,0.8540154099464417
2021-01-27,12.885936737060549,12.917750358581545,13.232749938964844,12.793749809265137,13.229999542236328,371272000,53.83351565723044,48.05679007296528,13.55796242049246,,0.8540154099464417
2021-01-28,13.0188570022583,13.050999641418455,13.339750289916992,12.96049976348877,12.99625015258789,228316000,45.63857988562155,49.395551266173264,13.297221212676078,,0.7314282059669495
2021-01-29,12.957757949829102,12.989749908447266,13.334750175476074,12.911499977111816,13.074999809265137,271552000,45.72025455967576,48.81720681019652,13.05821081700951,,0.9311542510986328
2021-02-01,13.204401969909668,13.237000465393066,13.270750045776367,12.902750015258787,13.053250312805176,217204000,44.094615745836045,51.1271407841488,12.967890958111695,,0.9311542510986328
2021-02-02,13.523362159729004,13.556750297546388,13.571999549865724,13.285499572753906,13.39875030517578,220440000,51.04697564406655,53.82227948918947,13.068812291309088,,0.9311542510986328
2021-02-03,13.497178077697754,13.530500411987305,13.931750297546388,13.51650047302246,13.63599967956543,245408000,49.98172315745709,53.57971297588135,13.26796949174669,,0.8184900730848312
2021-02-04,13.630599975585938,13.664250373840332,13.673500061035156,13.337750434875488,13.531000137329102,201340000,57.20498137965309,54.62174907221531,13.49000975001942,,0.5816611647605896
2021-02-05,13.557528495788574,13.590999603271484,13.737250328063965,13.54574966430664,13.725000381469728,169152000,62.38779994709167,53.95838429267069,13.643731844545613,,0.5816611647605896
2021-02-08,14.403189659118652,14.438750267028809,14.473750114440918,13.727250099182127,13.727250099182127,434624000,69.44558586216397,59.63222982502885,13.919146131265045,,0.7130276560783386
2021-02-09,14.22812271118164,14.263250350952148,14.583250045776367,14.22249984741211,14.340749740600586,287560000,62.934138896409735,58.14876843255163,14.168427922990588,,0.7935152053833008
2021-02-10,14.727888107299805,14.764249801635742,14.904999732971191,14.341500282287598,14.463250160217283,485352000,62.926118867891326,60.92379959102733,14.477353098898226,,0.7935152053833008
2021-02-11,15.213190078735352,15.250749588012695,15.272250175476074,14.925000190734863,14.980250358581545,450828000,70.23880447193747,63.28763578792661,14.854834746351145,,0.9036632478237152
2021-02-12,14.92440414428711,14.96125030517578,15.291250228881836,14.774999618530272,15.050000190734863,374756000,66.2262876796732,61.0886109302919,15.138643583625257,,0.8160282224416733
2021-02-16,15.29249382019043,15.330249786376951,15.3725004196167,14.949999809265137,15.064249992370604,321960000,72.65933482475901,62.73884606797227,15.352004417265306,,0.7261623442173004
2021-02-17,14.869290351867676,14.906000137329102,15.22350025177002,14.779999732971191,15.17099952697754,274756000,74.31664683464903,59.82192155204893,15.380814314370204,,0.7453859051068624
2021-02-18,14.792479515075684,14.82900047302246,14.873250007629396,14.574999809265137,14.729000091552734,233868000,72.04862889165835,59.321349010959175,15.27021447480327,,0.8517107367515564
2021-02-19,14.88973903656006,14.92650032043457,15.177000045776367,14.846750259399414,15.024499893188477,271724000,73.80324473237334,59.74784106745087,15.110154300265842,,0.8647433121999105
2021-02-22,14.320395469665527,14.35575008392334,15.13325023651123,14.324999809265137,14.774749755859377,325884000,62.73695017808586,56.29290339261811,14.84915460239757,,0.8931637406349182
2021-02-23,14.107170104980469,14.142000198364258,14.238750457763672,13.38949966430664,14.075249671936035,391780000,56.82786102952581,55.09966626123209,14.523849045146596,,0.7426760594050089
2021-02-24,14.463290214538574,14.49899959564209,14.506750106811523,13.755999565124512,14.122750282287598,448320000,60.48954407675341,56.63490187410145,14.32351755180744,,0.7561635255813599
2021-02-25,13.274724960327148,13.307499885559082,14.374750137329102,13.2162504196167,14.045499801635742,824436000,46.85640718804413,50.8338718290989,13.97082393626974,,0.8856451610724131
2021-02-26,13.680723190307615,13.714500427246094,13.854499816894531,13.361000061035156,13.7524995803833,500932000,51.02780355443835,52.49595443844975,13.686294136625348,,0.909745434919993
2021-03-01,13.807660102844238,13.841750144958496,13.925000190734863,13.553250312805176,13.875,353184000,44.354605109136486,52.99279027039229,13.537494214375812,,0.8639715611934662
2021-03-02,13.373233795166016,13.40625,13.920499801635742,13.395999908447266,13.899999618530272,264116000,42.27579228505828,51.16150052802187,13.434615222853845,,0.9272647500038148
2021-03-03,12.773216247558594,12.804750442504885,13.451499938964844,12.798749923706056,13.426250457763672,377592000,32.65314771795134,48.83082741061426,13.195713829271725,,0.7258475422859192
2021-03-04,12.339783668518066,12.37024974822998,12.975000381469728,12.083749771118164,12.80074977874756,573344000,24.262857694046644,47.27512702139889,12.841991827223035,,0.7258475422859192
2021-03-05,12.43080997467041,12.46150016784668,12.550000190734863,11.67924976348877,12.550000190734863,542840000,26.844512760713428,47.6255525417668,12.504778660668268,,0.7258475422859192
2021-03-08,11.564698219299316,11.593250274658203,12.4712495803833,11.566499710083008,12.449999809265137,543112000,18.314397847674726,44.79286363901544,12.055877905180962,,0.7895793914794922
2021-03-09,12.493727684020996,12.52025032043457,12.61674976348877,12.059249877929688,12.130249977111816,521824000,31.360600742941344,48.08934325268957,11.87766787307431,,0.7742039859294891
2021-03-10,12.441835403442385,12.468250274658203,12.979999542236328,12.457500457763672,12.840499877929688,384376000,31.48358643470404,47.92880602666743,11.914397472805446,,0.8908359209696451
2021-03-11,12.965972900390623,12.993499755859377,13.046250343322754,12.73449993133545,12.949999809265137,299916000,35.791983611802024,49.62737579800344,12.220081742604572,,0.7958339055379232
2021-03-12,12.828765869140623,12.855999946594238,12.888750076293944,12.59000015258789,12.648249626159668,243964000,38.2266334982471,49.20718087274232,12.546137438880072,,0.6785342991352081
2021-03-15,13.163305282592772,13.19124984741211,13.20674991607666,12.767250061035156,12.864749908447266,221988000,42.676112584638,50.23454415659761,12.91130447869349,,0.9638947248458862
2021-03-16,13.26309299468994,13.291250228881836,13.512499809265137,13.11674976348877,13.356499671936035,272128000,40.3128189272616,50.53299331113912,13.193799925332115,,0.8439784646034241
2021-03-17,13.312986373901367,13.3412504196167,13.45324993133545,12.989500045776367,13.039750099182127,243864000,50.33139111980421,50.68087952617212,13.392890955221771,,0.8439784646034241
2021-03-18,12.695548057556152,12.72249984741211,13.184000015258787,12.717000007629396,13.136500358581545,293896000,40.64856315969655,47.999530663967874,13.332374841516668,,0.9123661518096924
2021-03-19,12.818537712097168,12.845749855041504,12.921500205993652,12.612500190734863,12.75,299208000,40.60377287873188,50.70566461125863,13.17401647182426,,0.9123661518096924
2021-03-22,13.15831470489502,13.186249732971191,13.39449977874756,12.906749725341797,12.912750244140623,297804000,47.88664524549002,49.50691525326319,13.068704236155808,,0.9123661518096924
2021-03-23,13.043061256408691,13.07075023651123,13.344499588012695,13.021249771118164,13.254249572753906,222048000,52.81839105732938,49.35803735120255,13.025071146993923,,0.7180795967578888
2021-03-24,12.616215705871582,12.642999649047852,13.159250259399414,12.63675022125244,13.151249885559082,245840000,52.89405124674342,46.96636041068877,12.917562988550976,12.672951640926591,0.4980337023735046
2021-03-25,12.508694648742676,12.535249710083008,12.714750289916992,12.272000312805176,12.499500274658203,295144000,50.779799510089234,47.05096691750641,12.771682361641316,12.607890927124272,0.920373797416687
2021-03-26,12.812049865722656,12.83924961090088,12.856249809265137,12.373499870300291,12.554499626159668,363968000,64.9597702662937,47.88297457787567,12.694496913871378,12.553738738678314,0.8505576848983765
2021-03-29,12.920820236206056,12.948249816894531,13.0625,12.699999809265137,12.820249557495115,273520000,56.39473249246237,49.21899250295935,12.706032246291036,12.515751612247564,0.9520428478717804
2021-03-30,12.844481468200684,12.871749877929688,12.975250244140623,12.704999923706056,12.842000007629396,200204000,55.98486455902115,50.03859770815253,12.757821412519975,12.48970100149875,0.8449337482452393
2021-03-31,13.319973945617676,13.34825038909912,13.470499992370604,12.982500076293944,13.01550006866455,314776000,55.33900959142366,50.99817664552525,12.940222114023536,12.4879918041221,0.8449337482452393
