Price,Adj Close,Close,High,Low,Open,Volume,RSI_14_custom,RSI_50_custom,HMA_10_custom,HMA_50_custom
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,,,,
Date,,,,,,,,,,
2021-01-04 00:00:00+00:00,13.081202507019043,13.113499641418457,13.65250015258789,12.962499618530273,13.104249954223633,560640000,0.0,0.0,,
2021-01-05 00:00:00+00:00,13.371737480163574,13.404749870300293,13.443499565124512,13.086999893188477,13.099749565124512,322760000,100.0,100.0,,
2021-01-06 00:00:00+00:00,12.583431243896484,12.614500045776367,13.244999885559082,12.586000442504883,13.22249984741211,580424000,26.93020938507189,26.93020938507189,,
2021-01-07 00:00:00+00:00,13.311135292053223,13.343999862670898,13.377750396728516,12.886500358581543,12.967499732971191,461480000,56.36389391939108,56.36389391939108,,
2021-01-08 00:00:00+00:00,13.244050979614258,13.276749610900879,13.420999526977539,13.041999816894531,13.362500190734863,292528000,54.34579951743804,54.34579951743804,,
2021-01-11 00:00:00+00:00,13.58795166015625,13.621500015258789,13.961000442504883,13.362500190734863,13.418749809265137,518344000,61.42600660235909,61.42600660235909,,
2021-01-12 00:00:00+00:00,13.451539039611816,13.484749794006348,13.754500389099121,13.345000267028809,13.7524995803833,291476000,57.86630013684247,57.86630013684247,,
2021-01-13 00:00:00+00:00,13.498424530029297,13.531749725341797,13.625,13.385000228881836,13.489999771118164,210028000,58.68910285493971,58.68910285493971,,
2021-01-14 00:00:00+00:00,13.167739868164062,13.200249671936035,13.599749565124512,13.180500030517578,13.574999809265137,283120000,51.58404103558571,51.58404103558571,,
2021-01-15 00:00:00+00:00,12.82783031463623,12.85949993133545,13.325249671936035,12.84850025177002,13.227999687194824,277780000,45.875289524823096,45.875289524823096,,
2021-01-19 00:00:00+00:00,12.993171691894531,13.025250434875488,13.093999862670898,12.843999862670898,13.016249656677246,226188000,48.64012358451526,48.64012358451526,,
2021-01-20 00:00:00+00:00,13.332832336425781,13.365750312805176,13.430500030517578,13.056750297546387,13.111749649047852,258572000,53.517894306763196,53.517894306763196,13.07338978738496,
2021-01-21 00:00:00+00:00,13.83334732055664,13.867500305175781,13.999250411987305,13.253000259399414,13.418499946594238,337780000,59.22437616248722,59.22437616248722,13.235537690827341,
2021-01-22 00:00:00+00:00,13.678727149963379,13.712499618530273,13.841750144958496,13.627249717712402,13.739999771118164,246820000,57.06034606989427,57.06034606989427,13.475758332917186,
2021-01-25 00:00:00+00:00,13.619625091552734,13.653249740600586,13.828499794006348,13.236499786376953,13.781749725341797,251112000,56.27433794903051,56.27433794903051,13.6815081528943,
2021-01-26 00:00:00+00:00,13.402161598205566,13.435250282287598,13.644749641418457,13.387499809265137,13.580499649047852,163980000,50.36069545132607,53.559778491416985,13.738617162030152,
2021-01-27 00:00:00+00:00,12.885936737060547,12.917750358581543,13.232749938964844,12.793749809265137,13.229999542236328,371272000,53.833515657230436,48.05679007296528,13.55796242049246,
2021-01-28 00:00:00+00:00,13.018856048583984,13.050999641418457,13.339750289916992,12.96049976348877,12.99625015258789,228316000,45.63857988562155,49.395551266173264,13.297221212676078,
2021-01-29 00:00:00+00:00,12.957758903503418,12.989749908447266,13.334750175476074,12.911499977111816,13.074999809265137,271552000,45.72025455967576,48.81720681019652,13.05821081700951,
2021-02-01 00:00:00+00:00,13.204399108886719,13.237000465393066,13.270750045776367,12.902750015258789,13.053250312805176,217204000,44.094615745836045,51.1271407841488,12.967890958111695,
